,index,category,answer,question
3216,3662,state trees,"the nuts of its state tree, the kukui, are strung together to make leis",Hawaii
3217,3663,state trees,"woof, woof!  it's virginia's state tree",dogwood
3218,3664,state trees,this state tree of mississppi is famed for its fragrant flowers,magnolia
3219,3665,state trees,"georgia's state tree is the ""live"" type of this, not the dead one",oak
3220,3666,state trees,its state tree is the sitka spruce,Alaska
3221,3719,countries of the world,this independent nation is the only hindu kingdom in the world,Nepal
3222,4088,state nickname origins,one popular story is that men of this state fought so stalwartly it seemed their feet were stuck to the ground,North Carolina
3223,4195,continents by countries,"honduras, mexico, canada",North America
3224,4196,continents by countries,"hungary, lithuania, albania",Europe
3225,4197,continents by countries,"guyana, suriname, bolivia",South America
3226,4198,continents by countries,"chad, angola, ethiopia",Africa
3227,4199,continents by countries,"iraq, uzbekistan, mongolia",Asia
3228,4239,landmarks,this california structure whose official color is international orange is one of the 7 wonders of the modern world,Golden Gate Bridge
3229,4330,islands,"shikoku, the smallest of this country's 4 main islands, is also its least populous",Japan
3230,4331,islands,the denmark strait separates iceland from this much larger island,Greenland
3231,4332,islands,"trinacria was the ancient name for this island off the tip of italy's ""toe\""",Sicily
3232,4333,islands,"this string of islands extends westward about 1,200 miles from the alaskan peninsula",Aleutian
3233,4334,museums,a virtual museum on the web is devoted to 100 years of these devices that apply radiant heat to slices of bread,toaster
3234,4335,museums,"the shrine of the book, which houses the dead sea scrolls, is a wing of this country's national museum",Israel
3235,4336,museums,"a museum at cape elizabeth, maine devoted to one of these structures is housed in the former keeper's quarters",lighthouse
3236,4337,museums,this london museum's department of egyptian antiquities houses the rosetta stone,British Museum
3237,4338,museums,"the astronaut hall of fame in titusville, florida honors several heroes including this first american in space",Alan Shepard
3238,4371,bodies of water,"sharing its name with a state, it's the only one of the great lakes entirely within the u.s.",Lake Michigan
3239,4372,bodies of water,the gulf of mexico is actually an arm of this second-largest ocean,Atlantic
3240,4373,bodies of water,"this nearly 4,000-mile-long river begins high in the andes mountains",Amazon
3241,4374,bodies of water,iraq & kuwait lie at the northern end of this gulf where a war broke out in 1991,Persian
3242,4375,bodies of water,"this ""stately"" river forms the boundary between new york & pennsylvania",Delaware
3243,4395,state symbols,"appropriately, the mayflower is the official flower of this state",Massachusetts
3244,4554,state quarters,the first 3 ships that reached jamestown are docked on the reverse of this state's quarter,Virginia
3245,4555,state quarters,"the massachusetts quarter has this ""timely"" guy on the back",Minuteman
3246,4556,state quarters,there's a keystone & an outline of the state on its quarter,Pennsylvania
3247,4557,state quarters,"caesar rodney's horseback ride backs this state's quarter, the first issued",Delaware
3248,4558,state quarters,"the paths of a river & a canal are on the back of this state's coin, as well as the line ""gateway to freedom\""",New York State
3249,4698,islands,"this island whose name means ""gathering place"" is where most hawaiians are gathered",Oahu
3250,4699,islands,this island in the gulf of st. lawrence is canada's smallest province,Prince Edward Island
3251,4700,islands,copper derives its name from this mediterranean island where it was once plentiful,Cyprus
3252,4701,islands,"this ""saintly"" island is home to charlotte amalie, the capital of the u.s. virgin islands",St. Thomas
3253,4702,islands,isla de pascua is the spanish name for this island in the south pacific,Easter Island
3254,4737,where ya from?,in the heartland: hoosier,Indiana
3255,4738,where ya from?,in england: cestrian or cat,Cheshire
3256,4739,where ya from?,in canada: stampeder,Calgary
3257,4740,where ya from?,a u.s. state: doubting thomas,Missouri
3258,4741,where ya from?,in spain: ibicenco,Ibiza
3259,4832,strait,a suspension bridge built in 1957 over the straits of mackinac bridged this state's upper & lower peninsulas,Michigan
3260,4833,strait,the la perouse strait separates russia from this country's hokkaido,Japan
3261,4834,strait,the bass strait separates the australian mainland from this state,Tasmania
3262,4835,strait,"this ""fiery"" archipelago is separated from the southern tip of south america by the strait of magellan",Tierra del Fuego
3263,4836,strait,the strait of malacca separates mainland malaysia from sumatra in this country,Indonesia
3264,5127,state capitals,with 100 inches of snowfall each winter this alaskan capital is a really cool place to visit,Juneau
3265,5128,state capitals,everything's coming up roses at the famous reinisch rose garden in this kansas capital,Topeka
3266,5129,state capitals,"st. john's church in this capital city is where patrick henry gave his famous ""liberty or death"" speech",Richmond
3267,5130,state capitals,it's home to red earth inc. & the national cowboy & western heritage museum,Oklahoma City
3268,5131,state capitals,it lies at the confluence of the mississippi & minnesota rivers,St. Paul
3269,5378,where art,one of the first structures in the u.s. built to house an art collection is still a museum in youngstown in this state,Ohio
3270,5379,where art,sing a merry barcarole & head to this las vegas casino's museum jointly run by the guggenheim & the hermitage,Venetian
3271,5394,country cooking,enchiladas,Mexico
3272,5395,country cooking,bangers & mash,England
3273,5396,country cooking,tandoori chicken,India
3274,5397,country cooking,moussaka,Greece
3275,5398,country cooking,pad see-ew,Thailand
3276,5498,states of the union,"the federal government owns over 67% of the land in this ""last frontier"" state",Alaska
3277,5499,states of the union,"\""yankee doodle"" is the dandy state song of this new england ""nutmeg state\""",Connecticut
3278,5500,states of the union,"the wheeling convention of 1861 created the new state of kanawha, later renamed this",West Virginia
3279,5501,states of the union,"it's said champlain named the green mountains of this state, hence the state's french-sounding name",Vermont
3280,5502,states of the union,the gold rush town of deadwood in this state was founded in 1876,South Dakota
3281,5650,cities,"founded in 1565, it is the oldest continually occupied european settlement in the continental united states","St. Augustine, Florida"
3282,5908,national parks,fallen trees turned to rock are the main draw of this national park in the painted desert,the Petrified Forest
3283,5909,national parks,utah's national parks run from a to z: arches to this one,Zion
3284,5910,national parks,the water from this arkansas park is so pure nasa used it to preserve moon rocks,Hot Springs
3285,5911,national parks,"while president teddy roosevelt established 5 national parks, including this one ""deep"" in oregon",Crater Lake National Park
3286,5912,national parks,this volcano which last erupted in 1921 is the main feature of a park in california,Lassen Peak
3287,5933,state capitals,this least populous state capital falls alphabetically immediately after alabama's,"Montpelier, Vermont"
3288,6327,"geograph""e\""",sicilians call this active volcano mongibello,Etna
3289,6328,"geograph""e\""","the ruins of babylon lie on the banks of this river, the longest in southwest asia",the Euphrates
3290,6329,"geograph""e\""","this city was probably named for edwin of northumbria, who built a fort on the firth of forth in the 600s",Edinburgh
3291,6330,"geograph""e\""",large oceangoing vessels can travel from the north sea inland as far as hamburg on this river,the Elbe
3292,6331,"geograph""e\""","in 1979 an airliner crashed on this antarctic peak, killing all 257 aboard",Erebus
3293,6620,states' highest points,mount mckinley in denali borough,Alaska
3294,6621,states' highest points,driskill mountain in bienville parish,Louisiana
3295,6622,states' highest points,wheeler peak in taos county,New Mexico
3296,6623,states' highest points,mount sunflower in wallace county,Kansas
3297,6624,states' highest points,black mesa in cimarron county,Oklahoma
3298,6710,where in the world is...?,the great sphinx,Egypt
3299,6711,where in the world is...?,the great victoria desert,Australia
3300,6712,where in the world is...?,great slave lake,Canada
3301,6713,where in the world is...?,the blue grotto,Italy
3302,6714,where in the world is...?,the blue mosque,Turkey
3303,6830,state superlatives,"it's the birthplace of 8 u.s. presidents, more than any other state",Virginia
3304,6831,state superlatives,"in the continental u.s., people in this u.s. state see the sun rise before anyone else",Maine
3305,6832,state superlatives,"this state has the largest native american population, representing more than 60 different tribes",Oklahoma
